idContract,branch,client,workerName,idWorker,startDate,endDate,endDateActual,weeklyHours,internalSales,hourlyCost,hourlyPrice,SnapshotDate
"220","Sud2","Client81","Davide Russo","430","2020-06-09","","","1","SalesGiulia","15","23","2023-01-01"
"221","Nord1","Client43","Francesca Colombo","333","2021-06-25","2021-09-06","2021-08-23","40","SalesPaolo","15","16","2023-01-01"
"222","Sud1","Client77","Matteo Marino","160","2022-06-09","","","40","SalesLuigi","19","21","2023-01-01"
"223","Sud3","Client1","Luca Ricci","449","2021-01-28","2021-03-09","2021-03-09","40","SalesElena","26","23","2023-01-01"
"224","Sud2","Client83","Paolo Ferrari","356","2022-12-20","","","40","SalesMarco","23","30","2023-01-01"
"225","Sud2","Client38","Sara Bianchi","254","2022-09-04","2023-07-24","2023-07-24","15","SalesMarco","16","22","2023-01-01"
"226","Sud3","Client35","Luca Ferrari","355","2021-05-22","2022-01-13","2022-01-13","26","SalesMario","26","34","2023-01-01"
"227","Sud1","Client53","Anna Ricci","273","2022-08-21","","","40","SalesElena","17","25","2023-01-01"
"228","Nord1","Client65","Anna Ferrari","373","2020-12-01","2021-02-21","2021-02-21","40","SalesAnna","29","31","2023-01-01"
"229","Nord3","Client81","Paolo Russo","127","2022-01-23","2022-08-28","2022-08-28","26","SalesMario","20","17","2023-01-01"
"230","Nord1","Client20","Luca Ricci","140","2022-01-03","2022-12-14","2022-12-14","1","SalesPaolo","17","20","2023-01-01"
"231","Sud2","Client34","Paolo Romano","374","2022-07-17","","","2","SalesMarco","22","29","2023-01-01"
"232","Nord1","Client48","Giulia Esposito","242","2020-05-19","2020-07-19","2020-07-19","10","SalesAnna","20","21","2023-01-01"
"233","Nord2","Client31","Francesca Verdi","193","2021-03-14","2021-10-30","2021-10-30","15","SalesGiulia","19","21","2023-01-01"
"234","Nord3","Client93","Elena Colombo","299","2022-12-02","2023-08-22","2022-12-19","10","SalesLuca","24","22","2023-01-01"
"235","Sud1","Client27","Marco Colombo","406","2022-12-14","2023-05-10","2023-05-10","40","SalesElena","25","33","2023-01-01"
"236","Nord1","Client81","Matteo Russo","483","2020-11-24","2021-02-26","2021-02-26","10","SalesAnna","15","16","2023-01-01"
"237","Nord2","Client28","Elena Ferrari","254","2022-09-09","2023-08-13","2023-08-13","15","SalesGiulia","28","29","2023-01-01"
"238","Sud3","Client94","Francesca Colombo","146","2022-10-06","2023-09-22","2023-09-22","26","SalesMario","18","26","2023-01-01"
"239","Sud3","Client70","Marco Ferrari","309","2022-05-13","2022-09-17","2022-09-17","26","SalesElena","27","31","2023-01-01"
"240","Sud3","Client19","Sara Romano","136","2021-01-15","","","2","SalesElena","16","15","2023-01-01"
"241","Nord2","Client32","Giulia Bianchi","356","2022-11-29","2023-07-01","2023-07-01","34","SalesMarco","25","29","2023-01-01"
"242","Sud3","Client12","Davide Ferrari","276","2022-01-16","2022-06-23","2022-06-23","40","SalesElena","22","30","2023-01-01"
"243","Nord3","Client16","Marco Russo","378","2022-05-25","","","15","SalesMario","27","30","2023-01-01"
"244","Sud3","Client89","Davide Romano","132","2022-05-05","2022-10-05","2022-10-05","40","SalesMario","18","21","2023-01-01"
"245","Sud1","Client90","Marco Esposito","417","2020-02-27","2020-04-10","2020-04-01","26","SalesElena","23","24","2023-01-01"
"246","Nord1","Client87","Sara Rossi","262","2020-04-23","2021-03-23","2021-03-23","40","SalesAnna","29","34","2023-01-01"
"247","Sud3","Client59","Davide Romano","251","2020-07-16","2021-05-03","2021-05-03","1","SalesElena","20","29","2023-01-01"
"248","Nord3","Client91","Anna Russo","410","2022-01-26","2022-03-21","2022-03-21","10","SalesLuca","24","21","2023-01-01"
"249","Sud2","Client18","Paolo Marino","393","2020-08-04","2021-03-19","2021-03-19","26","SalesGiulia","20","26","2023-01-01"
"250","Sud2","Client79","Elena Bianchi","259","2020-08-15","2021-06-03","2021-06-03","40","SalesMarco","18","27","2023-01-01"
"251","Sud1","Client61","Anna Ferrari","494","2020-07-01","2020-09-24","2020-09-22","10","SalesElena","22","31","2023-01-01"
"252","Sud1","Client88","Luca Bianchi","318","2022-06-03","2022-12-17","2022-12-17","2","SalesLuigi","21","28","2023-01-01"
"253","Nord1","Client10","Matteo Colombo","371","2020-05-07","2021-04-08","2021-04-08","15","SalesAnna","20","29","2023-01-01"
"254","Sud2","Client34","Marco Rossi","458","2020-03-27","","","2","SalesGiulia","27","31","2023-01-01"
"255","Nord3","Client26","Paolo Rossi","338","2021-07-07","2022-02-12","2021-10-03","15","SalesLuca","17","25","2023-01-01"
"256","Sud3","Client4","Paolo Romano","224","2022-11-13","2023-07-31","2023-07-31","1","SalesElena","23","31","2023-01-01"
"257","Nord3","Client64","Davide Russo","421","2022-07-07","2022-12-28","2022-12-28","34","SalesLuca","17","23","2023-01-01"
"258","Nord2","Client9","Anna Ferrari","194","2021-12-27","2022-02-12","2022-02-12","26","SalesMarco","17","14","2023-01-01"
"259","Nord1","Client28","Francesca Ferrari","432","2021-04-11","2022-01-04","2021-05-08","2","SalesPaolo","26","28","2023-01-01"
"260","Nord1","Client4","Davide Marino","486","2020-10-08","2021-08-22","2021-08-22","26","SalesPaolo","15","23","2023-01-01"
"261","Nord2","Client27","Matteo Colombo","427","2021-11-08","2022-06-12","2022-01-11","2","SalesGiulia","28","35","2023-01-01"
"262","Nord1","BigClientB","Matteo Ricci","416","2020-04-30","2020-12-19","2020-12-19","34","SalesPaolo","25","30","2023-01-01"
"263","Nord1","Client21","Paolo Romano","198","2021-01-24","2022-01-05","2021-09-28","26","SalesPaolo","29","35","2023-01-01"
"264","Sud2","Client36","Giulia Esposito","226","2020-11-08","2021-07-02","2021-05-29","34","SalesGiulia","19","21","2023-01-01"
"265","Sud2","Client62","Giulia Verdi","348","2022-09-15","2023-09-02","2023-09-02","1","SalesMarco","16","19","2023-01-01"
"266","Nord1","BigClientB","Paolo Rossi","220","2021-08-17","2021-11-26","2021-11-26","34","SalesPaolo","15","22","2023-01-01"
"267","Nord1","Client65","Luca Bianchi","249","2021-01-22","2021-08-25","2021-08-25","26","SalesAnna","15","19","2023-01-01"
"268","Nord2","Client45","Davide Russo","325","2020-11-04","2021-03-27","2021-03-27","40","SalesMarco","29","36","2023-01-01"
"269","Nord3","Client67","Giulia Esposito","492","2022-03-22","2022-05-15","2022-05-15","26","SalesLuca","21","27","2023-01-01"
"270","Sud3","Client51","Anna Russo","388","2022-09-21","2022-12-02","2022-09-30","34","SalesElena","26","29","2023-01-01"
"271","Nord2","Client75","Francesca Ferrari","412","2020-09-07","2021-02-25","2021-02-25","10","SalesMarco","18","24","2023-01-01"
"272","Nord1","Client37","Elena Ricci","307","2021-07-21","2022-05-08","2022-01-08","2","SalesAnna","15","22","2023-01-01"
"273","Sud2","Client65","Luca Marino","367","2020-05-23","2020-07-12","2020-07-12","34","SalesGiulia","16","19","2023-01-01"
"274","Sud1","Client10","Luca Ferrari","160","2022-12-30","2023-08-08","2023-08-08","1","SalesLuigi","29","34","2023-01-01"
"275","Sud2","Client75","Marco Verdi","214","2021-06-29","2021-11-03","2021-11-03","1","SalesGiulia","19","22","2023-01-01"
"276","Sud2","Client78","Paolo Ricci","434","2021-11-18","2022-03-26","2022-03-26","10","SalesMarco","23","25","2023-01-01"
"277","Nord1","Client79","Davide Verdi","278","2021-02-04","2022-01-17","2021-11-05","26","SalesAnna","20","26","2023-01-01"
"278","Nord1","BigClientB","Davide Rossi","360","2022-04-11","2022-11-11","2022-11-11","10","SalesPaolo","17","20","2023-01-01"
"279","Nord3","Client67","Sara Russo","368","2020-12-05","2021-09-29","2021-09-29","26","SalesMario","17","14","2023-01-01"
"280","Sud2","Client89","Anna Ricci","230","2020-12-30","2021-09-24","2021-04-09","34","SalesMarco","22","23","2023-01-01"
"281","Nord3","Client92","Paolo Marino","111","2022-03-25","2023-02-08","2023-02-08","10","SalesLuca","15","24","2023-01-01"
"282","Nord3","Client55","Paolo Romano","426","2021-12-09","","","10","SalesLuca","18","22","2023-01-01"
"283","Nord3","Client92","Marco Russo","352","2020-01-14","2020-08-02","2020-05-07","26","SalesMario","17","26","2023-01-01"
"284","Sud3","Client59","Paolo Verdi","126","2021-10-24","2022-06-06","2022-06-06","26","SalesElena","15","22","2023-01-01"
"285","Nord2","Client4","Francesca Colombo","454","2021-03-08","2022-01-09","2022-01-09","1","SalesMarco","22","29","2023-01-01"
"286","Nord2","Client46","Luca Ricci","116","2020-02-18","2021-01-28","2021-01-28","1","SalesGiulia","18","26","2023-01-01"
"287","Nord3","Client80","Paolo Verdi","204","2020-01-15","2020-10-09","2020-10-09","26","SalesMario","15","13","2023-01-01"
"288","Nord1","Client19","Marco Romano","364","2020-08-21","2021-02-24","2020-12-24","1","SalesAnna","25","24","2023-01-01"
"289","Sud2","Client89","Davide Romano","255","2021-10-12","2022-03-02","2022-03-02","10","SalesGiulia","19","28","2023-01-01"
"290","Sud1","Client86","Luca Bianchi","412","2020-06-09","","","15","SalesLuigi","16","22","2023-01-01"
"291","Sud2","Client17","Matteo Colombo","496","2021-06-18","2022-04-22","2022-04-22","26","SalesGiulia","28","37","2023-01-01"
"292","Nord1","Client77","Matteo Marino","243","2020-10-02","","","10","SalesPaolo","24","26","2023-01-01"
"293","Sud3","Client14","Marco Colombo","392","2021-10-30","2022-03-12","2022-03-12","15","SalesElena","16","22","2023-01-01"
"294","Sud1","Client2","Elena Russo","491","2021-12-09","2022-11-19","2022-11-19","15","SalesElena","15","18","2023-01-01"
"295","Sud2","Client21","Paolo Colombo","111","2020-08-21","2021-02-24","2021-02-24","26","SalesMarco","15","14","2023-01-01"
"296","Sud3","Client83","Davide Ferrari","337","2021-08-25","2022-03-13","2022-03-13","40","SalesMario","15","24","2023-01-01"
"297","Sud3","Client26","Matteo Marino","379","2021-12-13","2022-08-04","2022-02-18","2","SalesElena","27","33","2023-01-01"
"298","Sud3","Client77","Sara Bianchi","383","2020-06-22","2021-06-06","2021-06-06","40","SalesElena","22","31","2023-01-01"
"299","Nord2","Client58","Sara Marino","438","2021-12-08","2022-10-25","2022-02-25","34","SalesGiulia","17","25","2023-01-01"
"300","Sud1","Client48","Giulia Colombo","169","2022-10-13","2023-05-07","2023-05-07","10","SalesElena","24","29","2023-01-01"
"301","Nord2","Client2","Davide Romano","110","2020-04-04","","","2","SalesGiulia","28","34","2023-01-01"
"302","Sud2","Client2","Davide Ferrari","349","2021-06-27","2021-09-30","2021-09-30","26","SalesGiulia","24","25","2023-01-01"
"303","Sud3","Client5","Anna Rossi","168","2020-04-12","","","34","SalesElena","19","20","2023-01-01"
"304","Nord2","Client82","Paolo Verdi","459","2022-09-21","2023-01-13","2023-01-13","40","SalesGiulia","15","24","2023-01-01"
"305","Sud3","Client62","Luca Ferrari","197","2021-05-21","2022-01-07","2022-01-07","10","SalesMario","27","30","2023-01-01"
"306","Nord2","Client9","Luca Colombo","165","2022-07-23","2023-04-25","2023-04-25","10","SalesMarco","24","30","2023-01-01"
"307","Sud3","Client97","Luca Ricci","317","2021-09-23","2022-08-09","2021-11-02","15","SalesMario","20","29","2023-01-01"
"308","Nord3","Client33","Luca Ricci","342","2020-01-30","2020-07-21","2020-07-21","34","SalesLuca","15","12","2023-01-01"
"309","Sud3","Client20","Francesca Marino","178","2022-08-21","2023-07-06","2023-07-06","10","SalesMario","15","16","2023-01-01"
"310","Nord1","Client65","Paolo Romano","270","2020-05-11","2020-09-02","2020-08-10","26","SalesPaolo","22","26","2023-01-01"
"311","Sud2","Client5","Paolo Bianchi","381","2020-02-12","2020-10-30","2020-10-30","1","SalesMarco","25","32","2023-01-01"
"312","Sud3","Client41","Anna Ricci","304","2020-07-24","2021-04-03","2021-04-03","10","SalesMario","16","24","2023-01-01"
"313","Sud3","Client35","Anna Marino","157","2020-08-19","2021-03-13","2021-03-13","1","SalesMario","18","26","2023-01-01"
"314","Sud2","Client15","Paolo Colombo","400","2022-09-23","2023-03-03","2023-03-03","15","SalesGiulia","16","17","2023-01-01"
"315","Sud1","Client9","Giulia Bianchi","197","2022-12-28","","","2","SalesElena","19","20","2023-01-01"
"316","Nord3","Client66","Paolo Ferrari","249","2020-03-17","2020-08-01","2020-08-01","40","SalesMario","23","26","2023-01-01"
"317","Nord2","Client79","Marco Esposito","274","2020-06-20","2020-08-02","2020-08-02","2","SalesGiulia","27","24","2023-01-01"
"318","Nord1","BigClientA","Elena Rossi","107","2021-04-17","2021-09-03","2021-09-03","34","SalesAnna","16","17","2023-01-01"
"319","Sud1","Client44","Giulia Marino","235","2021-08-23","2021-11-01","2021-11-01","1","SalesLuigi","22","29","2023-01-01"
"320","Sud1","Client41","Paolo Russo","255","2020-12-17","2021-03-08","2021-03-05","2","SalesElena","21","20","2023-01-01"
"321","Nord3","Client70","Giulia Ferrari","411","2022-02-05","2022-07-29","2022-07-29","2","SalesLuca","21","27","2023-01-01"
"322","Sud3","Client44","Anna Colombo","269","2022-06-05","","","15","SalesMario","22","29","2023-01-01"
"323","Sud1","Client1","Francesca Colombo","326","2021-12-09","","","40","SalesElena","26","32","2023-01-01"
"324","Sud3","Client40","Matteo Romano","124","2022-06-30","2023-06-15","2023-06-15","34","SalesElena","26","35","2023-01-01"
"325","Sud2","Client42","Luca Ferrari","360","2021-04-11","2021-11-24","2021-04-25","40","SalesMarco","26","25","2023-01-01"
"326","Sud3","Client74","Elena Rossi","470","2020-03-13","2020-11-15","2020-11-15","26","SalesMario","28","33","2023-01-01"
"327","Nord3","Client23","Anna Romano","137","2020-07-10","2020-11-25","2020-11-25","40","SalesLuca","27","36","2023-01-01"
"328","Sud2","Client14","Luca Rossi","112","2021-01-03","2021-07-06","2021-07-06","26","SalesMarco","17","25","2023-01-01"
"329","Sud2","Client8","Elena Russo","472","2022-01-23","2022-12-24","2022-12-24","1","SalesGiulia","28","29","2023-01-01"
"330","Sud1","Client34","Anna Bianchi","447","2022-04-13","2022-05-16","2022-05-16","26","SalesElena","20","27","2023-01-01"
"331","Sud2","Client23","Marco Bianchi","143","2020-04-19","2020-11-23","2020-11-23","34","SalesMarco","24","27","2023-01-01"
"332","Nord1","Client54","Giulia Russo","490","2021-10-27","2022-08-28","2022-08-28","26","SalesPaolo","24","29","2023-01-01"
"333","Nord1","Client28","Paolo Colombo","287","2020-01-25","","","26","SalesPaolo","16","25","2023-01-01"
"334","Sud2","Client40","Francesca Russo","334","2021-07-18","2022-04-17","2022-04-17","2","SalesGiulia","24","26","2023-01-01"
"335","Nord3","Client94","Davide Ricci","421","2022-02-01","2022-04-07","2022-04-07","2","SalesMario","16","20","2023-01-01"
"336","Nord2","Client1","Davide Romano","201","2021-04-14","","","26","SalesMarco","22","27","2023-01-01"
"337","Nord2","Client77","Davide Romano","176","2021-10-23","2022-10-17","2022-10-17","2","SalesGiulia","25","27","2023-01-01"
"338","Nord2","Client36","Giulia Marino","128","2022-02-10","","","34","SalesGiulia","21","25","2023-01-01"
"339","Nord2","Client47","Davide Colombo","404","2020-12-09","2021-12-01","2021-12-01","10","SalesMarco","29","36","2023-01-01"
"340","Sud2","Client73","Giulia Bianchi","428","2021-08-31","2022-07-28","2021-09-16","10","SalesGiulia","17","20","2023-01-01"
"341","Sud3","Client31","Davide Colombo","468","2020-12-04","","","26","SalesMario","15","17","2023-01-01"
"342","Nord1","Client75","Giulia Marino","113","2022-08-30","2022-10-18","2022-10-18","40","SalesPaolo","28","36","2023-01-01"
"343","Sud1","Client31","Sara Verdi","467","2022-11-07","2022-12-25","2022-12-25","34","SalesLuigi","15","17","2023-01-01"
"344","Nord1","BigClientA","Matteo Rossi","436","2022-04-27","2023-01-27","2023-01-21","10","SalesPaolo","28","34","2023-01-01"
"345","Sud3","Client59","Sara Bianchi","472","2022-06-06","2022-11-05","2022-08-01","2","SalesElena","27","30","2023-01-01"
"346","Sud3","Client63","Paolo Esposito","304","2020-05-15","2020-08-26","2020-06-24","1","SalesElena","17","18","2023-01-01"
"347","Nord3","Client62","Luca Ferrari","352","2022-06-04","2022-11-02","2022-09-04","34","SalesLuca","19","26","2023-01-01"
"348","Nord2","Client66","Francesca Marino","302","2021-12-02","2022-09-02","2022-09-02","15","SalesMarco","16","15","2023-01-01"
"349","Sud2","Client51","Elena Bianchi","449","2020-03-29","2020-12-31","2020-12-31","2","SalesGiulia","27","33","2023-01-01"
"350","Nord3","Client38","Davide Bianchi","229","2021-02-10","2021-09-23","2021-04-29","40","SalesLuca","23","25","2023-01-01"
"351","Nord3","Client50","Paolo Colombo","210","2022-09-29","2022-11-07","2022-11-07","2","SalesMario","17","13","2023-01-01"
"352","Nord3","Client96","Francesca Russo","362","2020-10-27","2021-01-19","2021-01-19","34","SalesMario","26","27","2023-01-01"
"353","Nord3","Client6","Paolo Ferrari","464","2022-07-16","2023-04-08","2023-04-08","2","SalesMario","29","33","2023-01-01"
"354","Sud1","Client54","Paolo Colombo","109","2022-08-04","2022-12-26","2022-12-26","40","SalesElena","26","33","2023-01-01"
"355","Sud1","Client25","Elena Marino","385","2022-04-18","2022-07-05","2022-07-05","34","SalesElena","25","26","2023-01-01"
"356","Nord2","Client61","Francesca Russo","145","2021-04-04","2021-12-13","2021-12-13","15","SalesMarco","28","29","2023-01-01"
"357","Sud3","Client58","Giulia Romano","491","2021-01-31","2021-07-10","2021-07-10","40","SalesElena","18","21","2023-01-01"
"358","Sud3","Client59","Francesca Esposito","406","2021-01-25","2022-01-15","2022-01-15","26","SalesElena","21","27","2023-01-01"
"359","Sud3","Client67","Sara Marino","182","2020-05-31","2021-02-13","2021-02-13","10","SalesMario","17","22","2023-01-01"
"360","Nord2","Client6","Luca Marino","247","2021-01-31","2021-08-18","2021-08-18","15","SalesMarco","18","20","2023-01-01"
"361","Sud1","Client26","Davide Russo","376","2022-08-01","2023-05-26","2023-05-26","26","SalesLuigi","20","28","2023-01-01"
"362","Sud2","Client63","Giulia Romano","452","2021-02-10","2021-09-20","2021-05-05","2","SalesGiulia","25","27","2023-01-01"
